id,tweet,label
88977144,@username second frame is 'isi nkita' biko 😂 uwe ndi eze mmuo,Offensive
88977145,bbc news ìgbò - everton vs man united: abọkasịala man united ka ọkụkọ 'easter' ##url,Normal
88977146,"ya referring 2 yorubas innit? @username : only ndi ofe mmanu""",Hate
88977147,@username otu nne gi dia,Offensive
88977148,@username 🤣🤣🤣 igbo mothers na ọnụ ọjọọ. my mum say na ọzọdịmgba🤣,Hate
88977149,"@username onye iberibe, ada ndị nzuzu",Offensive
88977150,@username lmao. onye agwu,Offensive
88977151,"@username lol, onye ọgwụ ego",Offensive
88977152,"@username onye arụrụala nwụọ, onye arụrụala ibe ya elie ya.",Normal
88977153,@username eziokwu oooo ndi usa bu ndị ajọ mmadụ,Offensive
88977154,@username underground criminal dos chineke kpo kwa unu nile oku ndi oshi..career agitators..green white green freedom fighters..  directorate of saboteurs nkita raa kwa nne gi.,Offensive
88977155,"@username rie nsị akwụna awka, chief otunist",Offensive
88977156,"@username ara agbala onye oshi mandate, dem come carry am go abroad for check up.",Offensive
88977157,ndi akpiri ogonogo! they'r here again!**hiss**,Offensive
88977158,@username i ma na ndi uko chukwu n'acho ewu ndi gbara apupa? obu ya mere nji weta ewu awusa,Normal
88977159,@username lai onye mgbu,Offensive
88977160,"safe to say ozo part-paid for the so called “house” his fans bought.   both fav &amp; fans, anụ ọhịa n'ọchịchị anụmanụ",Offensive
88977161,@username a very short story😂.. umu anu ohia na ezi bida🤣 ##url,Offensive
88977162,@username mpa gi na nne gi ofeke ofeke,Offensive
88977163,"@username nkita lacha gii anya, ewu awusa",Offensive
88977164,@username onye jụụ gị? ile 20!!! 😒😒😒,Offensive
88977165,"lmaoo.. nkita ara""@username : @username 😒 onye ahuruma (if that's the spelling...lol)""",Offensive
88977166,"@username i bu ezigbo anuofia, anu mpáma nwuru anwu! negodu ka i di ka ezi! ezi bídá ka gi mma. okpo benin! onyé nzuzu! ewu gambia bu ukwu na abuo 😂😂😂onye furu gi echekwa na ndu di gi n’ime; mana o maghi na ekwensu a jula gi.",Offensive
88977167,égwula oke osimiri ùgwù na nkè ntà ọbu mmiri ṅụọ ite agadi nwaanyị gaebu mụ ##url,Normal
88977168,"@username ""nwa nza rijuo afo, oso chi kere ya puta mgba""",Normal
88977169,"@username you must waste your timeooo human eater. ori madu like you. onye oshi, onye iberibe, anumanu, ewu criminaaal nnamdi. onye nzuzu, oluku. aturu ipob. senselessss and nonentity idiooottt. you're among the ori madu aka human eater in igbo land. ashi gba gi onye ara. ekwensu di ka gi.",Offensive
88977170,"toni kroos, i bet you didnt lose sleep on sevilla too.... lmao.. onye mgbu",Offensive
88977171,"otu nne gi, eba!!!! rie nsi. ##url",Offensive
88977172,@username ọ kwa ego ka ị chọrọ? zuzuba anụ ọhịa  otele gba gbu o gị ebe ahụ e nwero m oge maka ndị efulefu dị ka gị,Offensive
88977173,@username how about this here 👇 onye nzuzu 🤣🤣🤣 ##url,Offensive
88977174,@username uche nkita  cry more 😂🤣,Offensive
88977175,@username ozu nwụrụ anwụ 🥰🥰.  kitikpa tiwa gị and gift ahụ anya❤️❤️.  anụ ọhịa 🥰,Offensive
88977176,@username caught in the act like onye oshi ọkụkọ 😂😂,Offensive
88977177,"@username do you know that for southeastern igbo person adamu  means olodo, a daft. ònye iberibe",Offensive
88977178,oh dear rt @username : bush man. onye ime ezi. ime obodo na emesi ya ike. ##url,Offensive
88977179,"🕇jizọs na-edebe okwukwe ya mgbe niile, dị ka onye juu na-asọpụrụ chineke, ọ bụ ezie na o mere ka ụlọ nsọ na ụlọ nzukọ alaeze dị ọcha, ebe ọ bụ na ụlọ ọrụ ndị a dị njọ n'ime, site n'ịjụ jizọs, dị ka mezaịa, ha na-ajụkwa nzukọ nke onyenwe anyị* * *",Normal
88977180,@username don't forget the meat...anu nchi or anu mgbada,Normal
88977181,@username ezigbo onye ọgwụ ego 😂,Offensive
88977182,hushpuppi is from enugu state😆. his maternal grand mother is from imo state. ara ga agbaachi unu anya. ndi ugwu na ndi ofe mmanu. ##url,Hate
88977183,@username jane you be onye arụrụala...,Offensive
88977184,@username kitikpa  gbagbuo gi  in style,Offensive
88977185,"lol rt @username : akara ten ten kobo, mmezi ga ka nke igoro ego... chai!!! abum nno ezigbo onye ime ezi :(",Offensive
88977186,@username enwero stable wifi hapu onye a loooool onye nzuzu,Offensive
88977187,@username kitikpa gbagbuo gi nke izizi,Offensive
88977188,@username ezigbo onye mgbu.  i think she’s missing her green uniform,Offensive
88977189,"anyị ga adị ka echi, echi bu agwụ agwụ  a sị na atuoro ọmara ọmara...a tuoru ofeke.... ##url",Normal
89791732,"ihe ugo ji ebe na osisi kpọrọ nkụ bụ, maka odi mma ya na osisi ahụ mgbe ọ dị ndụ.  south african shouldn't forget yesterday years when apartheid was finishing them, nigeria came for their rescue. #saynotoxenophobia @username ",Normal
89791733,"@username not ibadan, not kano, not benin but enugu, ndị ofe mmanụ gá nu ṅụọ mmiri zuo ike.",Hate
89791734,"@username otele, anumpam onye iberibe. amadioha amagbukwa gi.",Offensive
89791735,"@username onukwu ka ibu mpama dika gị, gị na nna gị bu atụrụ, mkpi ezi ohia",Offensive
89791736,"@username ezigbote onye mgbu o, i keep wondering who listens to him. dude is trying so hard to ride on mnk back to gain popularity. makachi umu otu ma obu umu aba nweta this man aga apia you 2by2 na azu olu",Offensive
89791737,@username ara gbagbuo unu ndi ofe mmanu.  that is a huge title for women in our land,Hate
89791738,@username onye aghụghọ highway,Offensive
89791739,@username mechie eze ule. nigerian dotard,Offensive
89791740,@username ikpu nne gi 😊,Offensive
89791741,@username akwụna mma gị nwụrụ anwụ na your papa k!ll am.. that's why i jiri yiri panti nne gị na isi.,Offensive
89791742,@username ofe mmanu na ndi ugwu,Hate
89791743,@username oburo ordinary ewu onye nke a bu ewu awusa,Offensive
89791744,"@username u will d!e a shameful d,eatth. onye ekpenta",Offensive
89791745,"@username chelsea otu - abụọ liverpool  ọ dị mma   ka anyị na agba mbọ itule mkpebi ndị ụlọ ikpe   nwoke a obi tara mmiri muhammadu ntị anụ ihe salah enwe gwa ndị oti mkpu ya ka ha bulie ụtụ ngwa ahịa, ka ihe nwere sie re anyị ike.",Normal
89791746,@username very big fool. ewu awusa,Offensive
89791747,@username mgbada chijioke anyigor  0759446702  access bank  thank you sir,Offensive
89791748,@username ihe obuna gi kuru…o gi na nna gi na nne gi ki n’agwa…nsiko,Offensive
89791749,"this @username , ọ bụ nnọọ anụ ọhịa, ozu nwụrụ anwụ na esi isi.. ezi bida... akiri tagbuo gị ebe ahụ... ##url",Offensive
89791750,"@username ifuro ekperima, ile mgbada 😂",Offensive
89791751,head of fish or isi ewu? ##url,Normal
89791752,😂 😂 😂 so if onye mgbu is not released your people should continue killing innocent people? ọ dị egwu #cgc  ##url,Offensive
89791753,so that amu ewu didn't even bid for julian draxler????? onye iberibe nkita ara!!! #wenger,Offensive
89791754,"@username nwanne, ubochi udele ga-agbokota na abia ngwa ngwa. n'ubọchi ahu, i gākọwa umu-nne-gi otú i si rere nwa-nne-gi.",Normal
89791755,onye obula bu iheahu na atry ehack my twitter account otolo na kitikpa na enwero nwanne ga agbapia gi akwa amu..,Offensive
89791756,@username nwata nwanyi a ehn. o nwere isi aki oyibo,Offensive
89791757,@username ozu otu gbagbuo nne gi there mkpi,Offensive
89791758,@username shift.... onye ime ezi,Offensive
89791759,@username nne nne😂😂😂...okwa ndi ofe mmanu,Hate
89791760,nekwanu onye ahu ooo onye ala chukwu kpo kwa gi oku ara chiumu chibakwagi  onye nzuzu ##url,Offensive
89791761,"'nwa nza n'agba egwu n'uzo marukwa  n' onwelu ihe na - akurunwa egwu n' ofia'' translated: a bird dancing on the road, be sure that the drum bit is by the bush. meaning: a sudden queer behaviour by a person or group of persons, the cause may not be far fetched.   ututu oma. ##url",Normal
89791762,@username mgbada iwe. nna eziokwu ka ikwuru.,Offensive
89791763,"@username onye iberibe, ezi ofia, onye amosu, onye agbalionwe, nwa nkita, nwa enwe, what exactly are u trying to say? i want to send u the money drop ur account details. nwa ewu. ike mbe like u..",Offensive
89791764,@username anú mpama. onye nzuzu. uburu gi foro ofu nfu oku. ewu. nnama. nee ka odi ka ncha nzu. ocha ka omaka. nne na ijoka.,Offensive
89791765,"onye mee onwe ya onye mgbu, ụwa nyewezie ya ji na aja, ọ chọwa onye ọ ga-asi na-ata ya amosu.  nke onye metere, ya buru.",Normal
89791766,@username ikpu nne gi is landlocked with 20iches dick. ozu nwuru anwu,Offensive
89791767,##url  to those who wnt 2 hear some nu ishhcheck out oya eh..onye agwu.. and iwaju iwaju thanks,Offensive
89791768,hahahaha doors of criminality and lies onye oshi di ka gi ##url,Offensive
89791769,"@username your lucky day , he should have used you for the gods. ọkwa nwa nza rijuo afọ o chelu chi ya aka mgba",Normal
89791770,"@username asi nwanyi oma...the main onye mgbu but onye nwetelu #2,200...a na achupu onye nwe shop ka enwelu shop ya setie olu, o'comply kwa nalu nke ruoru ya juo ezigbo oyi😂",Offensive
89791771,"hahaha.. ibiakwa""@username : i juta isi nkita i were agba ya mee gini?rt @username : @username nwanyi oma, how was de procession?""",Normal
89791772,@username anu ofia utobo echem na inwere uche  oputara na óbú mkpi gbara nne gí?,Offensive
89791773,@username zombie move ahead! kitikpa gbagbuo gi there! 🤣,Offensive
89791774,@username ifurozi onye na akpọ mmadụ onye agwụ,Offensive
89791775,agadi nwoke na agwo ofe 😒😒😒🌚 ##url,Offensive
89791776,"eburu ozu onye ozo, o dika ebu ógbè osisi kporo nku 😭",Normal
89791777,"nwere nwayò, ha ga aguta ife idere  ""@username : i dont hate yoruba people. i just...fuck it mehn. ndi ofe mmanu bu ndi nzuzu""",Hate
89791778,"@username ijuta isi nkita, i ya iji agba ya me gini #igboproverbfriday",Normal
89791779,"chi efosaanu o!  ndụ ka akụ ma bụrụkwa isi. ọfọ m na-agọ n’isi nwoke na nwaanyị taa bụ na ka i ji ndụ ya aga igba mbọ aka aja aja ka ọnụ wee bụrụ gị na ndị be gị mmanụ mmanụ, ụkwụ ị ga-eji abata ga-aka nke i ji pụọ mma.",Normal
89791780,@username 😂😂 ajọ nwa,Offensive
89791781,@username hapu onye iberibe aaa! osukosu nwamkpi su ga ya!!,Offensive
89791782,"dis nite ke ? rt @username : isi monkey""@username : aturu rt @username : isi ewu""@username : ewu ...""""",Offensive
89791783,"@username nne na nna gi mugu,generation born and unborn mugu…azu amu gi mugu,ike gi mugu,otele gi mugu",Offensive
89791784,"@username eriri eri ogbuogi dia, onye iberibe,  itiboribo dika gi, taa gbafue, ewu nt'ike...mchew",Offensive
89791785,utọbo nwangene 1 otele ọkụkọ ọcha nke mbụ  isi aki oyibo ##url,Offensive
89791786,"@username onye nzuzu is singular,....nigerians = ndi nzuzu 😅",Offensive
89791787,"@username efulefu, onye eri eri.",Offensive
89791788,@username plis ọkụkọ igbo,Offensive
89791789,"@username usu ogu imi. i wughi anu ala,i wughi anu elu. o huru nri da obo, ndi ofe mmanu ji e hicha ike .",Hate
89791790,@username afo anu a osi ebe maputa.  unu akowaziri ya ofuma na anyi kwadoro akwado.  ndi ofe mmanu eehh,Hate
89791791,@username nwọke ahụ bu onye iberibe 😂😂😂😂,Offensive
89791792,@username nti eleke.......senior onye iberibe di ka gi... madam level up ..ina ka zi kwa nka ..lekwa gi lee wrinkles maka na ihetiri amaka...#amakaourwinner,Offensive
89791793,"@username but guy, nwa nza ga-agba obara ka o ha. na there him power reach",Normal
89791794,"@username 😂😂😂😂 i bu nnøø ezigbote onye iberibe..ofeke amarø mgbe ekere nkú úkwaa..onye atùørø iluu køwara ya,,imara na ego ejiri lùø nne ya ghørø ahia..  chai!!,why are u lai this?.",Offensive
89791795,"lmao""@username : bush man. onye ime ezi. ime obodo na emesi ya ike. ##url",Offensive
89791796,did i just hear u say abacha? *rubbing hands 2geda* rt @username : ndi usa. jiri nu nwayo ka abacha ju madu afo o!  @username,Offensive
89791797,"@username ezi bida, otele gbawa nne gi dere.",Offensive
89791798,adighi elim eli ka udele...,Normal
89791799,@username nwoke ọnwụ n'ekwe😭 ajị inwere ọnụ ọjọọ 😂 🤣 🤣.,Normal
89791800,"@username ekwensu , so lovely",Offensive
89791801,lmfao! lekwe.....mchew##url iberibe! isi'gi meibele! rt @username : @username isi o meibiele go? ekwelem bagi akante!,Offensive
89791802,@username oga a bụkwa ji agwọ ru agwọ,Normal
89791803,@username i bụ ezigbote onukwu! businesses and campaigns have been going on and elections will record massive turn out and onye iberibe di ka gi is talking about sit at home. o di ka ana e sendilụ ụnụ mkpụlụmmiri?,Offensive
89791804,"@username gullibility indeed! ""nwa nza na ere oku, o si na ya na aha mmanu"". #ebeano steadily shows all working nt a ""momentary showoffs"". ##url",Normal
89791805,@username 😂🤣😂🤣😂 for your mind. onye ọgwụ ego. hurt kee you dia,Offensive
89791806,"@username kitikpa gbagbuo gi gi bu nwa ,,haba!",Offensive
89791807,"@username ejiofor bu onye oshi,obu ya rere our be leader mnk.",Offensive
89791808,@username i prefer onye nzuzu 😂😂,Offensive
89791809,"ọ kwa mmadụ ka a na-agwọrọ isi ewu, ọ na-eche?",Normal
89791810,@username onye iberibe atulu hausa ezi bida aunty rest life is not that deep.,Offensive
89791811,"while you argue isi ọdụm and isi agụ dress, remember, there is isi nkịta, isi mgbada and isi buusu.  🤣🤣🤣🤣",Normal
89791812,@username okenye na agwọ ofe.. onye iberibe 🤣🤣,Offensive
89791813,@username rie nsi aturu,Offensive
89791814,@username kitikpa gbagbuo gi,Offensive
89791815,@username mtcheew. onye mgbu o nwelụ gf ọfodụ wife?,Offensive
89791816,"@username a wise man, not this anụ ọhia ##url",Offensive
89791817,"n'omenala igbo tupu nwoke alụọ nwaanyị nna ya, nne ya na ụmụnna ya ga-ama maka nke ahụ. nwaanyị ọ bụla o dubatara n'ụlọ n'emeghị ego isi ya, ezinụlọ anaghị anabata ya.",Normal
89791818,"@username please sir join your force with peter obi. let us build a formidable team with him so we'll have an igbo president. igwe bu ike ndi igbo, anayi agbaji ukwu aziza",Normal
89791819,open your eyes  gaa juo ndi nnanna gi ihe mmadu ji aka mmadu ibe ya,Normal
89791820,"@username ma ndị nwoke na ndị inyom na-aghọgbu ndị hụrụ ha n'anya, ma nwoke ma nwanyị bụ ndị ikpe mara.  ịgbaghara onye aghụghọ siri ike n'ihi na ọ na-adọwa mmadụ,mana ndị mmadụ ka na-agbaghara &amp; ụfọdụ ndị aghụghọ na-atụgharị akwụkwọ ọhụrụ ma agbagharachara ya",Normal
89791821,@username #ompa #mmanyam my hero of d week goes to david luiz of chelsea infact d guy bu mgbada onye egwu #bethehero,Normal
89791822,"ndi ofe mmanu and ndi ugwu come together to fight him,what he did was the best ##url",Hate
89791823,@username otu nne gi there !!!umu ndi ori. ndi ara,Offensive
89791824,@username okpo  anumpama onukwu  anu ohia,Offensive
89791825,@username anụ mpama. irikwala ofe mmanụ taa.,Offensive
89791826,ekwensu yi akwa ọcha so ina akocha mmadụ ọnụ. enyegom gị ọrụ na ụtụtụ a nwa chukwu bụrụ ọnụ. udene ga eji ikpu nne gị eme pepper soup anuofia. nwoke bu ikpu na etiti ụkwụ ya agaghari. kitikpa lacha gị anya adaka. ##url,Offensive
89791827,"ajọ nwanyị gbaa afọ,ọ dịrị dị nụrụ ya.",Normal
89791828,@username dị anyị gbu oro ya anụ nchi ma ọbụ mgbada,Normal
89791829,"@username but ifeoma onye juu gi, opinion nka ikoro ubu",Normal
89791830,"onye agwu ""@username : nneka answer the question""@username : @username why d casting, okoro?""""",Offensive
89791831,now he knows.  otimkpu onye oshi... ##url,Offensive
89791832,@username ndi ofe mmanu ndi ara ....,Hate
89791833,@username ekpere ma! nke nne gi na umunwanyi nile in your generation gbarie into thousand pieces. onye ori!,Offensive
89791834,"@username nya i na ayi ezigbote ala,ka i bia ebe bunye anyi nke ndi ofe mmanu bunye gi o kwa ya",Hate
89791835,@username ugbuakpu okija gbuo nna gi na nne gi  ihe ọma enweghị ike ime na ndụ gị. you are nothing but a walking corpse! go and meet your afar and check because you’re you just a time bomb ticking and waiting for your death day. ask your so called useless,Offensive
89791836,isi nkita nancy! *tongue* @username,Offensive
89791837,@username lol. i'm truly looking but achom onye isi di mma. oburo onye ga wa'm nnukwu isi. abu'm nwa izizi mmadu,Normal
89791838,"@username ndị igbo si na: atụalụ ọmalụ, ọ mara ma n'atụalụ ofeke, ọ fenye isi n'ọhịa. daalụ maka nkea, n'ihi na onye sịrị na ụkwụ nwanne ya dị ka ọkpa ele n'ọhịa ntá buzikwanu ogbu mmadụ. ọzọ emena, igbo ga na aga n'irụ.",Normal
89791839,@username onye ori😂😂😂 demon kill u there,Offensive
89791840,@username ajụ m ekwensu na ọrụ ya nile!,Normal
89791841,@username onye iberibe. u don de talk like small pikin,Offensive
89791842,“gringo” “omo ibo” “akata” “aje-reke” “onye ofe mmanụ” “ndi ohu” etc are harmless by their direct interpretations. but you know.,Hate
89791843,@username ị nwee bad mind that's why you read another meaning into an innocent comment. ajọ nwa,Offensive
89791844,@username come and beat me nau  nnukwu isi😐,Offensive
89791845,@username atụrụ gbalu egwu na iru bee nna gị obviously makakwu,Normal
89791846,@username nwa nza story,Normal
89791847,@username ugbua bụ oge ndị igbo anyị achọghị iji ntị anụ asụsụ ọzọ 🤗,Normal
89791848,"@username no be only banish na expulsion,since na your papa create the world ewu ,anuofia.onye iberibe ##url",Offensive
89791849,@username 😂 😂 🤣 🤣 ọnụ ọjọọ,Offensive
89791850,@username onwu light to path nne gi na nna gi kiiiii you there! otele!,Offensive
89791851,@username hapu that anu mpama. onye ofe mmanu,Hate
89791852,@username she has obi okwute. i pity elo sha,Offensive
89791853,"@username ewu awusa, to be precise",Offensive
89791854,@username iwu anu mpama. ezigbote onye nzuzu ... onye ara..ozu nwurunanwu. you sef blocked!,Offensive
89791855,@username onye oshi. see this conc akwụnakwụna,Offensive
89791856,#lunchtimewaka   dey 🔛       #np  ana enwe obodo enwe @username #traffictainment 📶     #trafficupdates ##url,Normal
89791857,@username onye ala. u must come with an insult ewu,Offensive
89791858,@username imara mma nwaanyi bekee 🥰,Normal
89791859,"mana otutu.ndi ka n'onu-ogu siri ka ahapu nnanna onye iberiibe, maka n'onweghi ihe aga eme onye nzuzu, karia nke o mere onwe ya.",Offensive
89791860,@username abum ezigbo onye nnewi mana aburom onye oshi!,Offensive
89791861,"azu :* @username : same.... ewu. #muah ""@username : onye iberibe :p ...... gud.u? @username : tot as much!!! lazy boy :p... haawa u na?""",Offensive
89791862,@username onukwu okpoko would have been better,Offensive
89791863,rt @username : nkwobi/isi ewu + wine 〓? running stomach,Normal
89791864,nnukwu isi ọwụwa corrupt politicians ##url,Normal
89791865,ajo nwanyi ajokaaa!! onwero ife na ebuutu nwoke ma oburu na oburo. ajo nwanyi! chukwu nyekwam ezigbo nwanyi....ike adirokwam!!!,Normal
89791866,@username nne gi bu udele nwuru anwu. anuofia.,Offensive
89791867,ndi ofe mmanu adi ro nma ibu enyi mmadu ooo,Hate
89791868,@username ndi ofe mmanu na ala nne fa 😂,Hate
89791869,"nna gi bụ ewu, btw i'm not a chelsea fan, peep my bio, atụrụ! ##url",Offensive
89791870,"@username igbo name specifically for females:  mgbafor mgbeke  mgbaorie akwaeke  adaeze  adaure  nnennaya  nwaanyi mma, etc  amara, ebere,oluchi, chinenye, nonye, etc are unisex.",Normal
89791871,@username bịa ka mụ na gị sụwa igbo nwaanyị ọma. obi dị m ụtọ na ị chọghị ka asụsụ ala nna gị si gị n'ime pụọ. a dị m nkwadobe inyere gị aka,Normal
89791872,@username isi ewu..... meeeeeeeh,Offensive
89791873,"buhahaha!na nsukka ko,owerri?""@username : esim bee nna gi rt @username : @username ekwensu kedu ebe isi kwa???""",Offensive
89791874,lmaort @username : @username nnenne gi for aba,Normal
89791875,@username ụsụ rara nne gị eji mụpụta gị rakwaa gị ikpu there. ozu nwụrụ anwụ!,Offensive
89791876,"@username mechie eze ule gi, idiot...",Offensive
89791877,@username isi okpo... onye nzuzu. isi ewu... ne imi gi ks ite bean. ne eze gi ks fork ndi ori!,Offensive
89791878,"*acts 24:15* pidgin west africa  and i get the same hope for god like this people, say righteous people and people wey no dey righteous go come back to life.  ìgbo enwekwara m olileanya otú ndị a nwere, na chineke ga-akpọlite ndị ezi omume na ndị ajọ omume nwụrụ anwụ",Normal
89791879,@username ohan'eze ndi oshi na ndi akpiri ogologo ‼️ ndi okenye aruruala ❌,Offensive
89791880,@username 🤣 🤣 🤣 🤣. ajọ nwa,Offensive
89791881,"@username yahaya bello,if you can see this,find a translator to tell you what i said on this tweet. ụsụ rakwaa nne gi na nwunye gi wherever they are. then amadioha magbu kwaa onye oshi di ka gi. #rejecttinubu",Offensive
89791882,"12-07-2019 igbo bible of nigeria daily scripture:  jenesis 3:14 - jehova, bú chineke, we si agwọ ahu, n'ihi na i mewo nka, ihe anābu ọnu ka i bu kari anu-ulo nile, na kari anu ọhia nile ọ bula; afọ-gi ka i gēji je ije, ọ bu kwa ájá ka i ganēri ubọchi nile nke ndu-gi: ##url",Normal
89791883,@username mechie eze ule gi there,Offensive
89791884,"@username ozu nwuru anwu,  udele bi na ajo ohia nkita ara ahia nkwo",Offensive
89791885,"@username kitipka lacha ezinulogi anya,agadi ekwenka,onye iberibe,i biara twitter na edisgrasi ndi obodo gi,ifele eme,okenye iberibe ,usu,oke mkpi,ezi wawa",Offensive
89791886,@username a kpọọ ya ajọ nwa!,Offensive
89791887,@username ana m ako ikpu nne gi,Offensive
89791888,@username kitikpa gbagbuo gi there! ezi bida! anu ofia! ewu awusa! atulu gambia! nkita ara! ekwensu mia gi onu there! dakwaa ibi there! tokwaa afo there! okpu isi eri ngo! ile agbada! ezi ofia! anu mpama! nsi afo osisa! anu udene! nkakwu n'esi isi!  keep @username out of your mouth!,Offensive
89791889,"@username obi okwute ka ibu!!! anyi kwu gi na azu, ega na eje na abata!!! our incoming president!!! we cannot wait! ##url",Normal
89791890,@username lol 😂 nwa nza rijua afo osi ka ya na chi ya maa aka 😀😀,Normal
89791891,"@username ndi ugwu choro igbanyere onye ofe mmanu film. o choro ticket, ha enye ya ticket. ha nyere ya garri, ma wunyere ya aja na garri.",Hate
89791892,@username who cares about you stooopid respect? efulefu na onye mgbu like you.,Offensive
89791893,kitikpa lachaa gi onu amu there timber onye iberibe. ##url,Offensive
89791894,@username biko obi okwute ya adiro ka obi aka okwute-anambra. nke onye a bu kakaraka...o dighi ekwe ekwe. so udo ka anyi n'ayo zi kita!,Normal
89791895,"@username ndi eriri eri,  ndi akpiri ogologo ka unu bu.",Offensive
89791896,@username i’m an igbo man and i condemn this statement. iwu anuohia! ibu onye iberibe. onye ala!!,Offensive
89791897,@username mkpo ya aunty onye oshi now ha ga si na enweghim respect. just return it. simple.,Offensive
89791898,"@username oburu na nne gi zuru gi ofuma , igaghi abia ebea na akogheri ka onye na enwero uche .  biko zuzupuo ebea",Offensive
89791899,"mhen...""@username : ndi ogbakpa ka njo. ndi ofe mmanu. wa enwe ne origin. na eyiyieri dika ndi ala. mschew""",Hate
89791900,@username nne gi udele,Offensive
89791901,nkita la cha gi amu rie nsi,Offensive
89791902,@username congratulations nwanne m nwaanyi. iheoma ru nma,Normal
89791903,ekwensu a abiagokwa ọzọ ịchọ ihe ọ ga-asị na anyị mere...,Offensive
89791904,"@username abum nwafo igbo, ofeke, iruo begi gwa nna gi na obughi onye igbo 🤡",Offensive
89791905,"the gyal bu nnukwu isi, ontop am she dey do shakara.",Offensive
89791907,idiot you are very very stupid ezi ohia onukwu illiterate big for nothing fool chineke kpo gi na simon ekperima onye oshi oku ##url,Offensive
89791908,@username ezigbote ndi usa😹😹😹😹😹😹😹,Offensive
89791909,@username nwanne ònye ahụ 👆bụ ọkụkọ abụ ke....... 😎😎,Offensive
89791910,@username nnaa eeh... ihea oburo isi aki oyibo?,Offensive
89791911,@username i bu amosu ... onye iberibe,Offensive
89791912,@username another akpa amu spotted..  speek for yourself and children oo  anu mpama..  this one done cashout..  @username i bu onye iberibe sir,Offensive
89791913,@username i thought u closed yo twitter acccount? wetin happen? onye agwu... :),Offensive
89791914,"o_o..tot mkpi means 'horny' :) rt""@username : isi ewu nwa mkpi a di ezigbo uto rt @username : dat he-goat head is too delicious #translateinigbo""",Normal
89791915,one the reasons i missed my naij 🇳🇬  isi ewu 🤩🤩🤩🤩😍😍😍😍😍 ##url,Offensive
89791916,@username agu nwaanyi. a lion a lion @username,Normal
89791917,@username ha gatugbu onwe ha na vote nobody ever want to vote in biafra land except ndi akpiri ogologo ‼️,Offensive
89791918,@username dimkpa benin (local giant) 😂😂,Normal
89791919,@username ezigbo onye ori,Offensive
89791920,"@username onye ekpenta ka ibu, anyway akpamu malami ka ibu. onye otumated bandits finland blogger delegates you're",Offensive
89791921,@username 😂 😂 😁 😁 😁 onye ori,Offensive
89791922,@username e bi nno ezigbote akpa amu. onye ori,Offensive
89791923,onye nzuzu! just n'ekwuyeri ka onye ala! ceo ndi isi mmebi 😜 ##url,Offensive
89791924,@username onye ọgwụ!! 💪🏾🐐 💚,Offensive
89791925,@username atụrụ ka ị bụ! 😂😂😂😂😂😂,Offensive
89791926,"only 2 missed calls anambra guy will text you ""onwero, udo, imegom ya naa, ikogo my way, enjoy ur new mgbada 😐😐",Offensive
89791927,@username onwe mgbe mu na gi ji wee nobuo? ginwa gbanarim ka onye ekpenta tuu... biko no na lane gi. ike gi adirozim 🙄,Normal
89791928,@username onye iberibe ka i bu!,Offensive
89791929,@username onye oshi ‼️ zuzughariwa na twitter ekwensu ‼️ obidiot will kiiiiil you again in lekki toll gate useless thing.,Offensive
89791930,"buhari orders efcc to probe aisha buhari and her family ##url ""oju nwa nkita anya, otaa onye nwe ya."" buhari bu nkita ara",Offensive
89791931,"you ehn @username nna gi bu akwuna, chukwu ga ata gi ahuhu, oge obula m di ndu i gaghi ahu elu igwe. ekwensu spawn. ezi na ulo gi agaghi ama udo. egbe ga-adakwasi gi ebe obula i zoo, nonsense ##url",Offensive
89791932,"@username nwannem udo dị. i puru epu, mịa amịa na asụsụ nakwa omenala igbo. odogwu ma ókẹ̀ ala nna ya, mesibe ihe ike na nna gị mụsịrị gị ike.",Normal
89791933,"@username nne gi , nna gi na umu nne gi bu cha ekwensu",Offensive
89791934,@username real onye agwụ....,Offensive
89791935,"@username choi!!!  otoo m iche🤣🤣🤣🤣🤣  @username come over here, bia furu umu nne gi",Normal
89791936,@username gerrout osiso! onye juu gị? 😭😭😭,Normal
89791937,"ewu gambia ""@username : nne gi, nna gi ""@username : taah nsi ""@username : rie nsi biko ala mmadu""@username : nna gi there ""@username :",Offensive
89791938,@username obu nna gi bu onye iberibe!  onye ara di ka. ama nna gi chikwaa there.,Offensive
89791939,@username bịa atụrụ ikochi a dara nzuzu ọbụrụ na nne gi na umunne gị gburu ndị househelp unu help us and get them arrested i will not be slandered because your father married jezebel and gave birth to demons   don't move mad  sorry... you are already mad,Offensive
89791940,"lmaoooo. ibu ajo nwanyi @username : kwuenu ma ha o ga anu!! ""amchizzy: ndi usa. jiri nu nwayo ka abacha ju madu afo o! @username missjay_u""""",Offensive
89791941,technoking onye agwu.,Offensive
89791942,@username ọnụ ọjọọ gị dị kwa too much but the food is kinda thirsty🤔😏,Offensive
89791943,@username ability to misbehave.   ndi ume ngwu,Offensive
89791944,@username kitikpa gbagbue gị there. anụ ọhịa,Offensive
89791945,@username prophet emma onye mgbu... ozuo,Offensive
89791946,"adama nwu palmy, so ihem cho bu oompa di ka ozu ha tinye na freezer. #igbotwitterhangout",Normal
89791947,@username lmaoooo. she murdered him the igbo way. onye ki bu? onye bu nnanna gi?,Normal
89791948,@username he did ritual. he used ndị afọ njọ to do the ritual. ndị ajụjụ,Normal
