,id,tweet,Majority_Sentiment
779,89792014,@username asp rock kill you there onye mgbu,Abuse
780,89792015,@username nna gị onye ala. jee gwa nna gị ka ozuzulu pụa... anụmanụ,Abuse
781,89792016,ndi akpiri mmuo. ##url,Abuse
782,89792017,@username i wu onye ara! ndi igbo afo njo! tufiakwa! stop po and then allow who!? ifere megbuo gi. efulefu,Abuse
783,89792018,@username the guy actually blocked me o. anu mpama. onye nzuzu 😂😂 ##url,Abuse
784,89792019,@username baba e be lik say u be onukwu,Abuse
785,89792020,@username lol  onye aghụghọ nwụọ onye aghụghọ ibe ya elie ya,Normal
786,89792021,@username kitikpa gbagbuo gị. anụmanụ. akwụ ana tarie gị ọnụ amụ,Abuse
787,89792022,@username ofe ukazi with enough condiments....carry go nwannem rapu that nkita ara,Abuse
788,89792023,"@username iji ekwentị ndị oyibo nyere gị ekwu nkea... foto gị bụ nke ndị oyibo, ụgbọala ịnọ n'ime ya bụ nke ndị oyibo... nke kachasị njọ bụ na ị na asụ oyibo ọgịnị mere asụsụ nna gị?",Normal
789,89792024,"ssg i miss popular side.ano m ugwu-awusa ugbua,enweghizi m ike isonye.",Normal
790,89792025,@username oburo so ndi igbo! anyi na ndi ofe mmanu! we are their mugu!!!,Hate
791,89792026,@username ezigbo nwaanyị 🥰,Normal
792,89792027,@username nekwa nkita ara...!!!  common get out of here...!! rijuo nsi afo there... efuluefu...  onukwu nmuo...!!!!,Abuse
793,89792028,"@username this one too pain you oya begin cry make sure u cry well oooo itiboribo, eze ule, onye nzuzu, onye ekperima, eze ekpenta",Abuse
794,89792029,work up listening to gentleman mike ejeagha onye ori utaba ...timeless,Abuse
795,89792030,"otole gba gbuo kwa nne gị ebe ahụ atụrụ, ga jụọ nne na nna gị ọdịrị ajụjụ ahụ ozu nwụrụ anwụ. ##url",Abuse
796,89792031,onye ori 🤣🤣🤣🤣 ##url,Abuse
797,89792032,@username esn bụ atakataa agbụa. osisi kpọrọ nkụ n'eju ọnụ.✊✊✊✊💪💪💪,Normal
798,89792033,"@username efulefu mmadụ. anuofia nwụrụ anwụ. onye ara ndị obodo ya. chineke kpokwaa gị oku,nkịta ara.",Abuse
799,89792034,@username onye mgbu. with your picture wey be like obituary poster. atụrụ!,Abuse
800,89792035,@username ijuta isi nkita iga eji agbaya megini,Normal
801,89792036,"@username someone who went to marist,why won't you survive,i bu onye mgbu?",Abuse
802,89792037,"@username nwata sị na nne na nna ya agaghị ehi ụra, ọ gaghịkwa ehi ụra nke ọma",Normal
803,89792038,"@username lol. bia umu nwaanyi onitsha, unu na eme mkpotu.",Normal
804,89792039,@username onye asili onye juu gi?,Abuse
805,89792040,"@username dude bụ nnọọ onye mgbu, nne are you single? nyekwa zie location, many of my men here need a good woman!!!",Abuse
806,89792041,!!! “@username : agwo tupia gi amu. rt @username : nkita ara racha gi ike rt @username aturu. rt @username : onye nzuzu rt,Abuse
807,89792042,hahaha... ladies and gentlemen abia now has a new capital name.. umuobia!!!! 😂😂😂😂😭😭😭 thanks to our northern children lolssss odiegwu oo!!!! enweghị ihe anyị ga-anụ site na mba a nigeria site n'aka ndi anumanu… ##url,Abuse
808,89792043,@username kitikpa gbagbuo gi dia ##url,Abuse
809,89792044,ichoro ka kitikpa gbagbuo gi there? 😡 ##url,Abuse
810,89792045,"@username in igbo language it's called ""agwụ"". we don't take ""onye agwụ na-akpa"" seriously. 🤣🤣",Abuse
811,89792046,onye ala na akpo onwe ya president ndi usa..nwanne gbawaa door dia osiso 😐,Abuse
812,89792047,@username emiko onye agwu  who dey even write this igbo for you,Abuse
813,89792048,@username odugwu nwaanyi udo di ri gi ma,Normal
814,89792049,@username onye oshi onye beribeeee 😭😭😭,Abuse
815,89792050,“@username : onye nzuzu. rt @username : rie nsi onye ala rt @username : @username rie nsi biko.”nawaoh!! ikensi's✌,Abuse
816,89792051,@username get out.. onye mgbu,Abuse
817,89792052,ndi akpiri ogologo ha ga anu? ##url,Abuse
818,89792053,e buru ozu onye ọzọ ya adị ka e bu nkụ. this affects us all. no one is immune. ihe ga-agbanwerịrị!! o zuola!! #endsars,Normal
819,89792054,@username o ndi nzuzu ibe ya na😂😂 it takes an onye nzuzu to follow an onye nzuzu🙄,Abuse
820,89792055,@username with nnukwu isi ya.. 🤣🤣🤣🤣🤣,Abuse
821,89792056,"ofeke nkea amaro na igbo enweghị eze cha cha!   if he want, let him go and invite all our ancestors or even resurrect ojukwu - ikemba ndị igbo, for them to convince us, we will never vote for him. we are solidly behind @username mpiawazu pro max is coming for sanwo onye ori. ##url",Abuse
822,89792057,aha! onye nzuzu! *skipsaway* rt @username : whoz goiin to chrome?,Abuse
823,89792058,nkwobi nd isi ewu....,Normal
824,89792059,"onye nzuzu *sigh* rt @username ngwa jee nwuo ☹ ☹ rt @username : ikeh ndi nzuzu juru na twitter naija a, a gu go mu.... tufiakwa!",Abuse
825,89792060,@username ara gbagbue nne gi  nke fodulu gbue nna gi  mkpi,Abuse
826,89792061,@username gbam! ezigbo nwada igbo! nne gi mulu gi! i ji ya,Normal
827,89792062,"@username o juta isi nkita, o were agba ya mee gini?",Normal
829,89792064,@username nnen ị nwere ọnụ ọjọọ 😁,Abuse
830,89792065,@username nezianu dimkpa benin obelle nwa na akpa ora n’ isi.... ifelle mee gi... tueh,Abuse
831,89792066,anu nchi na anu mgbada ##url,Normal
832,89792067,@username what is this one numbering?  atụrụ 🙄,Abuse
833,89792068,"@username i have just one question to autopilots. why is it that una chief onye'nzuzu , fraudster esn has not sent a single delegate to visit our formidable leader mazi nnamdi kanu in dss.. biko answer me. ndi ara. okoko ndi iberibe chukwunna ga'akpo unu oku.. ndi oshi.",Abuse
834,89792069,"ok sir.. oya, address @username ka kitikpa gbagbuo gi 🤣 ##url",Abuse
835,89792070,ekwensu go behind me 🤣🤣🤣🤣🤣🤣🤣 ##url,Abuse
836,89792071,"kitikpa gbagbuo gi there, anumanu ##url",Abuse
837,89792072,@username ina ege anụ mpam ahụ ntị? ajọ nwa si owele.....,Abuse
838,89792073,@username you are just an onuku onye iberibe,Abuse
839,89792074,@username rochas ibu ezigbote anu ohia. udele mmiri mara ka igbu. chineke kpokwa onu gi oku. ewu!!!!!,Abuse
840,89792075,@username onye mgbu. gtfoh,Abuse
841,89792076,"@username onye ara, abj mkpi 🙄",Abuse
842,89792077,"someone posted ""davido dey refresh bank app, other people dy refresh davido page"". 😂😭  nigerians 🤝 ọnụ ọjọọ",Abuse
843,89792078,@username nkita ara. ogbo uja gboru gaba. okoko udele,Abuse
844,89792079,@username otu nne gi na akpa amu nna gi. efulefu!,Abuse
845,89792080,"ndi ofe mmanu na ndi ugwu gwara anyi si na anyinwa bu ndi igbo adighi na otu.. anyi were kwere. nkea bu ezigbote asi. onweghi ebe nghotafe na adighi.. mana nwanne na nwanne sechaa, ha ekpezie. igbo bu otu. igbo mma mma nu. ##url",Hate
846,89792081,@username ezigbo onye oshi. ihu ebe ndia nwechara choice lands and properties na abuja you will not believe it.,Abuse
847,89792082,"@username amam na isi adiro gi mma. onye ori,onye are eke oka. nkita lacha gi anya",Abuse
848,89792083,onye oshi 😂😂 ##url,Abuse
849,89792084,@username it means friend in igbo. same as 'ofeke'  or onye iberibe,Abuse
850,89792085,"@username onye nka obu mmadu?  ike gwuru, onweghi ihe anyi agaghi anu no onu ndi mmadu n'ekwu okwu ka anu ohia!",Abuse
851,89792086,@username ịkpụ nne gi efulefu,Abuse
852,89792087,"isi ewu isi nkita ""@username : nwa ochicha!!!! ""@username : @username please forgive me my sins bro.""""",Abuse
853,89792088,"@username asa, bia, kedu ife ichoro?  asa: achoro ezigbote good ekwenti (phone)   bia na'enwere origilu ya  nee ya, nkea budugodi dachiii, o machini 😁 iga e use ya, nwa nne gi nke itoro e use kwa ya  nee ya o obere ego  😀😀",Normal
854,89792089,@username ndi ofe mmanu girls,Hate
855,89792090,isi ewu kee you there😏😏😏. ##url,Abuse
856,89792091,"i don't mind, okwa social media passwords then it's okay. mana any financial account password then you count me out oo, ehen! maka umu nwaanyi these days, ha na eri ego dika snake na erie na ime government house naijeriya. ##url",Normal
857,89792092,"""@username : enugu should be calm. enugu is calm. imo should be calm. anambara too. abia. ebonyi. ndi igbo abughi ndi ogbu ochu""",Normal
858,89792093,"@username ode, nkịta ará odika asụsụ gị na eme gi izuzu ezuzu. ewu.  i have nothing to tell you dear, maka iwe gị akọ na uche nke aka gị. bon après midi, anu ofia 😍",Abuse
860,89792095,@username how can this low budget willie obiano be someone's pastor? isi shampoo with ezigbote bleaching cream. negodi ka nwoke na cha ka ife ana fu na stew ndị ofe mmanụ 😂,Abuse
861,89792096,@username ezi ofia ka i bu. ofeke. ajo nwa so owele ba nne ya afo. agafu,Abuse
862,89792097,@username that's the tweet nwanne. mana ndi ugwu na ndi ofé mmanu amankwe.,Hate
863,89792098,isi nkita 😂😂😂.. nna e ma ego ne bu george now? ##url,Abuse
864,89792099,"@username what else do you expect?  they are the first family and must be pampered... ndị ụ̀chụ̀ ekwensu ji gwalụ̀ ngwọ́ ólụ̀, tụ̀fìa kwa!",Abuse
865,89792100,ndigbo will always be your nightmare. onye mgbu. ##url,Abuse
866,89792101,"mana iluokwu anyi bu ndigbo nke kwuru n'ikpe ma onu, ya na agba ehuru, ji onye nzuzu ahu n'oru dika onye ala ji.",Normal
867,89792102,"onye iberibe""@username : ewu""@username : wht is fool in ur language? #bestoflagos""""",Abuse
868,89792103,elikem ile mgbada!,Abuse
869,89792104,@username you want to use ethnicity and scatter us abi. god will scatter your brain big fowl ewu awusa any ofia ike okuku mpama nkita ara ekwensu rachakwa gi ike,Abuse
870,89792105,@username isi ewu ****🙂we love food,Normal
871,89792106,"@username ọ kwa a sị na ugwu mụta mgbaji ụkwụ, agadi nwaanyị amụta agakata akwuru. ebe ọ bụ na ụmụ mmadụ mụtara atughị atụ wee gbaa, ụmụ nnụnụ amụtanu efewe ebeghi ebe. onye aghụghọ nwụọ, onye aghụghọ elie ya.",Normal
872,89792107,"@username respectfully sir,you're an ewu nta😑😑",Abuse
873,89792108,@username ezigbote onye ori ka'obu.,Abuse
874,89792109,@username ajọ nwa si owerri ba nne afọ 😂,Normal
875,89792110,":p @username : lol""@username : mkpi @username : @username isi ewu""""""",Abuse
876,89792111,"@username je gwa ya nne gi inugo, aturu ohia na eche ka agadi nwoke na enye ya nri. oniranu.",Abuse
877,89792112,calabar rt @username : kedu ndi obodo bu ndi ofe mmanu___________? #nnennaquiz,Hate
878,89792113,"@username nnanna gi turu votu onweghi ihe o tutara, nna gi bia tuo votu onweghi ihe o tutara, gi onwe gi ebidola itu votu ma onwebekwa ihe i tutara. i nakwa eche echiche ma nchaa.",Normal
879,89792114,@username ndi usa vha funa u fana mubebi munwe na munwe udivha na favorite yawe,Abuse
880,89792115,@username lwkmh... nwoke ọnụ ọjọọ 🤣😂😂,Abuse
881,89792116,"@username with due respect sir, kitikpa gbagbuo gị",Abuse
882,89792117,@username ekwensu ogini got  me 😂😂,Abuse
883,89792118,"o bu onye no agadi nwanyi nso, ga anu isi eze ule uya- #iluigbo",Normal
884,89792119,"@username ibugodi ezigbo akpa amu..ewu, so you nerd here fuwa, isiego, iwa, n.w. a?.. ibugodi ezigbo nkita calabar.. ezege no mind this onye mgbu.. okana elii. oo ezigbote kitikpa ya alachia anya!",Abuse
885,89792120,@username ibu onye mgbu,Abuse
886,89792121,@username foreigner coming to ofe mmanụ land to congratulate him people for turning ndị ofe mmanụ 🤡 to slaves in their own land 🤯,Hate
887,89792122,"ishi aki""@username : ara oji ""@username : otu ocha""@username : amu nama ""@username : otele aboki""@username :",Abuse
888,89792123,@username mustapha nna gi infact nne gi onukwu,Abuse
889,89792124,"100million is too much sef rt @username : lol ""@username : ndi ofe mmanu ndi nzuzu :p rt @username : ... ##url",Hate
890,89792125,@username nkita ara ndi nzama dos keep barking on social media,Abuse
891,89792126,@username 😂😂😂nnukwu isi aki...lmao,Abuse
892,89792127,@username anụ ọhia mechịe gị ọnụ there! sit down dey look mugu! when ekperima sons and daughters talk you know them immediately. nwa bingo,Abuse
893,89792128,@username can't see anything reasonable to one onukwu who's of no use to ndi obodo ya. keep making noise with your uburu aturu as you have finally resigned to remaining ewu awusa...  ibu akpa-amu udele ... anuofia,Abuse
894,89792129,@username wiigi nwaanyị onye ala🤣🤣🤣🤣,Abuse
895,89792130,@username ndi ume ngwu.,Abuse
896,89792131,"@username dimkpa lusia ọgụ, nwanyị enwere akụkọ. onye oshi ekperima.",Abuse
897,89792132,@username na mumu you be. ewu awusa.,Abuse
898,89792133,@username ezigbo anụ ọhịa ka ị bụ. anụmanụ,Abuse
899,89792134,"@username #brilafmosha.nwata kwuwee onu,o si na ogwagbue ogenye. amaka nwa nza eto, opughi ika nne ya. nnukwu nzuzu ka obu ikpari okenye.",Abuse
900,89792135,@username ewu congo. fool,Abuse
901,89792136,"@username eze ure, osisi kpọrọ nkụ like you can only keep ranting from exile. rabble rouser!",Abuse
902,89792137,"okwu d'ya. atuolu omalu, omalu. atuolu ofeke, o ti nye isi n'ofia.  ##url",Normal
903,89792138,"happy birthday our worthy in-law at 91 years today.  the ""onye ori utaba, omekagu, uwa mgbede ka mma, ebune nwe ude"" crooner hails from imezi-owa in ezeagu lga of enugu state.  at your age you cried so passionately at our mum's burial few years back.  happy birthday pa ejeagha. ##url",Normal
904,89792139,ndi nzuzu...ndi ofe mmanu...ona ekpo ha badddd. ivm ugbó awele ##url,Hate
905,89792141,"if you ever marry ajọ nwanyị ma'ọbụ ajọ di, nke gi agwụgo finally. uche jombo no get repentance for this rok2 movie at all. ayam here crying for the husband and the daughter.",Normal
906,89792142,"@username biko achorom ima onodu ogbako ohaneze ndi igbo ebe onye ndi pdp hoputara dika onye ga anochite ha na okwa onye isiala? ndi ofe mmanu egosila ebe ha kwu. kedu maka unu,eme ngwangwa emeghara odachi ojoo.",Hate
907,89792143,@username ajọ nwa otu!!!,Normal
908,89792144,@username afunwa kitikpa gbagbuo gi ebea 🤣,Abuse
909,89792145,@username onye na aro ụlọ nwa ọkụkọ na ebute akpana,Normal
910,89792146,@username see this ọkụkọ igbo forming lagos person... nwoke m go and sit down...,Abuse
911,89792147,"@username nwannem, ekelem gi. i bụghi mgbada tata. i celebrate you sir.",Normal
912,89792148,@username asin....and tbh okakwa nma ndi ugwu than ndi ofe mmanu o.....,Hate
913,89792149,@username kitikpa gbagbuo gị,Abuse
914,89792150,@username ndi akpiri!!! ha eriela ya!!! ndi usa!!!,Abuse
915,89792151,@username nna sachie eze ule gi,Abuse
916,89792152,na so una quick call unknown men gun ipob. chochochochocho onu unu a na agba ka nwa nza. verify info before running mouth. ndi okacha mara ##url,Normal
917,89792153,"@username shut up onye-oshi onye-iberibe nzuzu, isingbakala, anu mpama",Abuse
918,89792154,ina host space....invitia ndi ofe mmanu fa bia there na akpali ndi-igbo.....build gbuo onwe gi na bridge there.....  ezi ofia.,Hate
919,89792155,"before the cowards pass their nkita ara bill, sen.woman-beater somebody sim gwa gi na iwu onye iberibe, nuofia, ewu, eju, oluku, nchi, udele, oke, ukpana, alinga okporoko, usu, nkapi, idide, ochicha...kitikpa rachie gi anya there!! *takes a deep breat*... #saynotosocialmediabill ##url",Abuse
920,89792156,@username ndị ọnụ ọjọọ fc 🤣🤣🤣🤣🤣🤣,Abuse
921,89792157,"""@username : @username loool jesu si ka i should share with nwanne gi"" chucks i bu onye ori",Abuse
922,89792158,@username 😅😅😅 @username sị nọọ akakpọ mmụọ. ọnụ ọjọọ 🤣🤣,Abuse
923,89792159,"@username anụ ọhịa whether old or new, did it happened or not atụrụ gambia",Abuse
924,89792160,@username but isn't bat ụsụ?,Normal
925,89792161,@username nnukwu isi ya,Abuse
926,89792162,nkita ara  mkpi  ezi bida ##url,Abuse
927,89792163,"@username o kwa gi jutara isi nkita, werezia agba ya mee ihe soro gi",Normal
928,89792164,"@username ndi akpiri ogologo, ndi oshi, agent of lucifers lies nd deceivers 👹😈",Abuse
929,89792165,"chei!! nwanyi abacha ""@username : asiri gbakute""@username : ma oga at d top ""@username : who call dis one for matter ""@username : *clears th",Abuse
930,89792166,anu ohia... agu sewakwaa go onu... otele,Abuse
931,89792167,@username antelope - ele nay - ụsụ bird - nnụnụ cat- nwamba ọkụkọ - chicken cow/cattle - nama nshikọ - crab dog - nkịta nyịnya ibu - donkey ọ̀bọ̀gwụ̀ - duck eagle - ugo enyi - elephant fish - ázù awọ - frog,Normal
932,89792168,@username sọ onye iberibe ga abịa ebe a tinye ọnụ na ihe anụ mpama na ekwú,Abuse
933,89792169,omg!!! okey bakassi just killed me with this adage: nwanyi n'acho nwa na agbo oto ehi ura.....#amvca2017,Normal
934,89792170,@username stupid boy. nti elekere nti oba.😬 onye iberibe. god save your preeq today ni sha. #bbnaija ##url,Abuse
935,89792171,"@username otu gbawa nne gi dia, udele di na ajo ofia rie anu gi na ezi na ulo gi.",Abuse
936,89792172,@username ashi  na bianca slap obiano wife. the nkita ara collect slap from ijele nwanyi  there was a slap 🤣🤣🤣🤣,Abuse
937,89792173,chukwu napụtara ekwensu ike,Normal
938,89792174,@username onye ara go sleep. onye iberibe mmụọ. ozu nwụrụ anwu,Abuse
939,89792175,"@username lol 😂osi owu gini uchu, kitikpa gbagbuo gi there. ikpu shigbuo gi there. ezi bida",Abuse
940,89792176,"@username waa here, onye mgbu",Abuse
941,89792177,@username bobo nnukwu isi,Abuse
942,89792178,"@username ihele mekwa ummuna gi. ewu gambia. onye nzuzu. agwo tagbukwa gi e ba. anu mpama, ezi bida",Abuse
943,89792179,"@username di anyi, ijero mgbada?",Normal
944,89792180,@username ezigbo amusu ka ọ bu. they need to use the same nail and iron on her eziokwu. ajọ nwanyị.,Abuse
945,89792181,@username you tired of wishing death on people? ozu nwụrụ anwụ.,Abuse
946,89792182,@username nwoke ahụ nwelu afọ njọ na ébé that shiite man nọ....... i think he has a special interest on that man if you ask me,Abuse
947,89792183,@username gurl 😂😂😂 onye iberibe,Abuse
948,89792184,"@username nwanne, you are a ritualist. ị bụ onye ọgwụ ego. mana i don't have a problem with it. my own problem is put me there. tinye mụ na ọgwụ ego.🤣 ##url",Abuse
949,89792185,"@username anụ ọhịa, ị na dika genuine sympathizers, wetin you dey sympathize? amadioha mixed with shango wey get dna of ogun rape you there, ụsụ nwụrụ anwụ akpọniri ike elu wee mụọ  those in the pictures below are obidients? mammy water pịwakwa gị mkpụrụ amụ there,ezi ##url",Abuse
950,89792186,"rt @username diokpa!! nna gi muru gi :) @username atualu omalu, omalu; atulu ofeke, ofelu isi fenye n'ofia! #tweetigbo",Normal
951,89792187,":-)""@username : oh nnem nsogbu adiro""@username : @username nna a kedu ife na emezi? kee ife gi na ndi ofe mmanu na exchange words?",Hate
952,89792188,"@username chineke buo anu ofia muru gi onu, ndi nzuzu mutara onye iberibe di ka gi, aturu muru ebini gba aka nwa i weap for ur mom who thinks she have a son,",Abuse
953,89792189,"@username ga-agwa ha, ihe kacha njọ ha nwere ike ime bụ ikwekọrịta .. ma mgbe ahụ, ị ​​gaghị enwe ike ịgwa ma ha achọghị ịma ma ọ bụrụ na nwoke gị si n'ebe ọwụwa anyanwụ .. ndị rom 10:12 n'ihi na ọdịiche adịghị n'etiti onye juu na onye grik; n’ihi na otu onye-nwe bụ",Normal
954,89792190,@username kitikpa gbagbuo gi there animal. message of hate  indeed. ezi ohia.,Abuse
955,89792191,"@username just negodi onye mgbu na efere mu aka ná nkpor junction ka mụ kwụsị, while  he was  crossing road majestically, bcos he has seen i dey nswer call,  na then i increas speed, o jiri ọsọ kufere. if to say i slow down, person go just collect phone for my ear, cos my glass dey dn",Abuse
956,89792192,"@username goat😂😂😂, onye iberibe",Abuse
957,89792193,@username ifuro ka odi ka okuko ogbu na mkpo  dimkpa benin,Abuse
958,89792194,@username ndo.  ofu nnukwu isi azụ for you.,Normal
959,89792195,@username ifurozi 😏  ọnụ ọjọọ,Abuse
960,89792196,"@username ofeke mmuo na mmadu, onye iberibe",Abuse
961,89792197,"""@username : and for that handle. till you come out and say how ....""nne biko rapu ndi ofe mmanu na ndi ugwu ka ha dozie ihe na esere ha.",Hate
962,89792198,@username okpo. onye iberibe muo,Abuse
963,89792199,@username nkea ekpo gi final agadi n'agwo ofe🤣🤣🤣,Abuse
964,89792200,"@username onye nzuzu, anu mpama",Abuse
965,89792201,"@username chinaza ina ege kwa nti? ndi ugwu na otu tu n'ime ndi ofe mmanu agahi a'kwado po. obj, gej, tenye pmb di cha smart, mana okwu kariri smartness. why do you hold a british enclave sacred? do you have no brain?",Hate
966,89792202,"this clearly shows  "" atụrụ gbalu egwu na iru bee nna gị "" ##url",Normal
967,89792203,ole gunner nwa mkpi! 🤣😂🤣,Abuse
968,89792204,"@username that mugu blocked me too lol 😆😂🤣 buru  sọ nnukwu isi, ma onweghi ihe dina ime ya.",Abuse
969,89792205,@username asamma nwaanyi oma🥰❤️,Normal
970,89792206,@username ode buruku 😂🤣😂  na only curse u sabi. ezi ohia. akpamu. onye iberibe. anuohia. efulefu. omoale. omo agbepo,Abuse
971,89792207,akwukwo na-ato uto  o na-ahia ahu na mmuta  onye were ntachiobi  o ga-amuta akwukwo  ma oburu na nne gi na nna gi... ##url,Normal
972,89792208,"lmao!! onye apali @username : onye nzuzu! ""@username : onye ibe ri be @username : ndi ara!""",Abuse
973,89792209,ofe mmanu in da building ##url,Hate
974,89792210,@username ara gbagbue gi.  anu ohia. ofeke nti ike.... onye iberibe. kitikpa racha gi anya na onu. onyeoshi. ndi nna nna gi ha nona ala ili buo gi onu. ewu ofia.,Abuse
975,89792211,@username onye iberibe if you don't repent.,Abuse
976,89792212,@username nne gi na nna gi toxic .....monkey ebulekwe,Normal
977,89792213,ekwensu ọ oga me rie ụnụ ná agha... sị mbà oh,Normal
978,89792214,"oyebola @username : ebola ""@username : ekwensu ""@username : eniola""@username : yoruba names starting ... ##url",Abuse
979,89792215,this alex are you so extra... onye ime ezi,Abuse
980,89792216,@username ndi ara. ofe mmanu people,Abuse
981,89792217,"@username onye iberibe a, you better go and seat down one place. anu ohia nwuru anwu",Abuse
982,89792218,"@username achọrọ m nwoke toro eto, nwoke mara mma na onye kristian, nwoke nwere ezigbo obi na aka olu. achoro m nwoke nke ala.",Normal
983,89792219,@username ndi ofe mmanu abiakwa ozo,Hate
984,89792220,"""*otu nne gi na chew cabin biskit*@username : otu nngei na kpu coke lol rt @username : dan_donald @username iya eh.. otu nngei na chew chewing gu",Abuse
985,89792221,"onye nsusu, omakwanu ihe, oche no ino na diaspora na aghasa ihe na ala nigeria. buru afonu ka oke imkpi !! ##url",Abuse
986,89792222,@username onye agwu with spongebob's antenna poking out of his head.,Abuse
987,89792223,🤣🤣🤣🤣🤣 akpi zukwanuike ebe ụmụ nwaanyị nọ. ##url,Abuse
988,89792224,@username kitikpa gbagbuo gi na nwoke bum short gi. run along dr iberibe.,Abuse
989,89792225,jehovah bu onye na zu m dị ka atụrụ. ọ dịghị ihe koro m.,Normal
990,89792226,happy birthday peter obi okwute ndi igbo nke izizi  nkea bu nke anyi #peterobiat61,Normal
991,89792227,@username mgbada anu ohia..🤐,Abuse
992,89792228,"@username ịchọ lu mi-ọnụ, ije chọ nwaanyị nke gị na. apụ ndị ń eme love 😂",Normal
993,89792229,@username kitikpa gbagbuo gi na ezinulo gi,Abuse
994,89792230,"@username awww! that's so cute, enyi gị nwoke bụ ezigbote ewu! awww! 😍 anụmanụ!",Abuse
995,89790564,"lmao.. na u naa hahahaha.. rt""@username : ndi ofe mmanu""",Hate
996,89790565,"ọ kwa nwata kwuwaa ọnụ, ọ si na ya agwagbuo okenye na okwu. jee rie ebule na nna gị na-akpa atụrụ. nọdụ mma. ##url",Normal
997,89790566,@username rapu onye mgbu a ka o n'akogheri.,Abuse
998,89790567,@username kitikpa gbagbuo gi ebe ahu blood thirsty fools!,Abuse
999,89790568,"lol""@username : @username ijuta isi nkita ijilu agba ya mee gini?""",Normal
1000,89790569,@username ezì ị nwere aka oru? o buhọ ọnụ nne gi buru gi na enye gi nsogbu ihe a?? mkpi,Abuse
1001,89790570,otu nne gi anuofia efulefu nwamaka ##url,Abuse
1002,89790571,@username lol. ewu awusa,Abuse
1003,89790572,@username ezigbo ogo. orijin will be surplus. nne gị kwánụ?,Normal
1004,89790573,"n500m?! nwanne, anyi ga eme ezigbote incarceration. he's definitely used more than that. ezigbote onye oshi ka o wu. we imolites need to kick out apc from imo state. ##url",Abuse
1005,89790574,"nkpi,,""@username : nkita ara""@username : ishi ewu-sokoto :p""@username : ishi aki""@username :",Abuse
1006,89790575,@username onye iberibe mechie gị eze ule ọsịsọ! there will be election in ìgbo land you'll do nothing,Abuse
1007,89790576,@username alapugbu kwa nne gi na nna gi there,Abuse
1008,89790577,@username ọnụ ọjọọ ebe niile..,Abuse
1009,89790578,@username afo tombo. rie nsi onye mgbu 🙄,Abuse
1010,89790579,"@username udele ajo anu!   nwa dibia chuchaa aja, ahughi udele, amara n'ihe mere na-ala ndi mmuo!",Normal
1011,89790580,"@username hapu ndi ofe mmanu, ha wa  n'asu asusu ha. anyi ga n'a asu nke anyi. igbo kwenu igbo di nma.",Hate
1012,89790581,@username soludo kitikpa gbagbuo gi ebe afu you shameless bastard.,Abuse
1013,89790582,onye ime ezi ##url,Abuse
1014,89790583,@username lol... mkpi!!! rest biko,Abuse
1015,89790584,"@username nobody wrote anụ nchi na abacha à gwọrọ agwọ, na wa ooo...",Normal
1016,89790585,@username iwunoh ewu ndi ofe mmanu,Hate
1017,89790586,"@username if ndi igbo won't mobilize to take over this country in 2023, i'm afraid we can't anymore. instead onye ofe mmanu or onye ugwu will be there, let's push our worst candidate mana ka oburu onye igbo.  anyi abughi ndi nzuzu!",Hate
1018,89790587,@username ewu ki bu,Abuse
1019,89790588,@username i get angry when i hear such nonsense. a bụghị m onye juu. a bụ m onye igbo. hoo haa!,Normal
1020,89790589,nna meeehn! uwu'awu mimi mehn! yaw! rt @username : nnukwu isi gi joro njo di ka bia bia di kwa ka enwe.aga m eme gi ife gba gi ose..isi ewu,Abuse
1021,89790590,@username rie nsi anu ohia,Abuse
1022,89790591,yb! like wtf are you guys sayin =d@username : lmao isi ewu...nne obi na agbawam now rt @username : onye nka asi (cont) ##url,Abuse
1023,89790592,@username rie nsi! onye mgbu😒🙄,Abuse
1024,89790593,"@username ịwụ otele with a lot of sh^t!  legodi anụmanụ ana akọ ofu ọ na-akọ ọzọ. zuzupu ebe a, onye iberibe!",Abuse
1025,89790594,@username peter obi okwute,Normal
1026,89790595,@username with enough ọnụ ọjọọ,Abuse
1027,89790596,@username ibụ anụ ọhia,Abuse
1028,89790597,@username hapu onye mgbu ahụ omaboro ife na eme ya,Abuse
1030,89790599,@username ehn gawa.. ozu nwulu anwu.. obi okwute  🤣,Abuse
1031,89790600,@username 🤣🤣🤣🤣🤣🤣 ewu kanunta na ndi ara ##url,Abuse
1032,89790601,my babe said gi kwusi ikwiiikwikwikwi o na ajo nwoke obi njo 😭😭😭😭😭 🤣🤣🤣🤣😂🤣😂😂😂😂😂😂,Abuse
1033,89790602,"if you still support buhari, you are anu udele. ibu onye iberibe. ##url",Abuse
1034,89790603,@username drink more ofe mmanu 😂,Normal
1035,89790604,"@username nnamdi kanu eshiela ama gi, nke nne gi, nke nna gi, nke ezi na ulo go niile. ma na agakwa n'eshi ama village unu.. anuofia. amadioha gba gi dia aturu iberibe.",Abuse
1036,89790605,@username otoro gbawaa gi afo! onye iberibe! onukwu!,Abuse
1037,89790606,"umunnem,biko bịanụ soro ka anyị gbaa mbọ hụ na ajo nwoke a akpọrọ elishaabbo, tara afufu maka  omume ya a jọgburu udele ma sigbue nkakwu. #igbotwittercommunity ##url",Abuse
1038,89790607,@username nwanne hapu ndi ofe mmanu 😂😂,Hate
